name,cardImage_url,mana,text,class,type,attack,health,series,introduction
銀色黎明保衛者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2cf7cb81704c0ee8098388d43d96affeff58b715acc78305548f5165b2162140.png,2,戰吼：賦予一個友方手下聖盾術,5,1,2,2,classic,「我沒說你可以躲開火球。我說的是，有這個盾，你根本不需要躲。」
正義之劍,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/44318a970d68c1626b9ee76ec54a7eb658fe336aa4439aeb02f1ce7344084bfb.png,3,在你召喚手下後，賦予該手下+1/+1，並使耐久度降低1點,5,2,1,5,classic,我任命你為沙朗牛排爵士！
奧多爾保安官,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bbd5c751ea1d2e6b2894c0fb1788f01f20c85abff001217a846d4024cf7f71ca.png,3,戰吼：將一個敵方手下的攻擊力改為1點,5,1,3,3,classic,奧多爾最討厭兩個東西：占卜者和時尚爵士樂。
一視同仁,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d277e4cf80c06c5987a553315ff91b9b06f42110d85fc496f879e1a012b2402.png,4,將全部手下的生命值改為1點,5,0,,,classic,我們全部都是獨一無二的雪花…儘管只有一滴血。
神聖憤怒,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a1bdea1848c73e1ac56afe3c2e21834ad1b786b9e1b3a50311cbbca43a04870e.png,5,抽一張牌，並造成等同其法力消耗的傷害,5,0,,,classic,拜託，讓我抽到熔火巨人！
勇者祝福,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/96a8a6fc23cdcd8c217dce06256a8fdcf8dd6beba46fbfc611f5ce5e9ec9d968.png,5,使一個手下的攻擊力加倍,5,0,,,classic,這張牌會製造加倍的麻煩，還有加倍的樂趣喔！
正義凜然,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/12402be5fb6d28b45cdebbffac26aafa7bf99976d9b691ab1c93a43e1743bac3.png,5,賦予你的手下聖盾術,5,0,,,classic,被正義包覆的感覺真好！
復仇之怒,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/83eed91292de00a4e213ac4ac1a19e7d8d4a79c6f90382b4dc8cef0d54ce1919.png,6,造成 8點傷害，隨機分給敵方角色,5,0,,,classic,轟！轟！轟！轟！轟！轟！轟！轟！
聖療術,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a1104a8932d1a26b196e626b935d3536d7cce342e5334e1ececfb4d57c7a602.png,8,恢復 8點生命值。抽3張牌,5,0,,,classic,聖騎士都覺得這個法術緊急時很好用。其他人都覺得這個法術很該死。
提里奧‧弗丁,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c0eaff4101ce0eb312d80cf436c3d0dc56e72de8dc812e2bb2da4888cd7b7bfa.png,8,聖盾術、嘲諷 死亡之聲：裝備5/3的灰燼使者,5,1,6,6,classic,你沒聽過提里奧‧弗丁主題曲的原因是…它根本不存在。
沉默,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c1991e547e68acdd926bb31a8302090ea0579e9240610957b595617f7551559.png,0,沉默一個手下,6,0,,,classic,適合對敵方施法者、在墓穴出現的邪惡巫妖和在黑鐵酒吧唱卡啦OK時使用。
治療之環,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b066aefa2cc71b677cdf957b4e6705cb9550a1b9a7ab07190db418a17d6d0147.png,0,全部手下恢復 4點生命值,6,0,,,classic,其實它並不真的是個環。
心靈之火,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1092114214f5b6bd2f011de7782e4b6763821e1043c32d9f014800d39612ed3c.png,1,使一個手下的攻擊力等同生命值,6,0,,,classic,好主意：強化你的手下。壞主意：在貧瘠之地進行聊天。
光束泉,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b24f186b53a973b2820b8727c2ee8907aeac11b8490ca1e09357c59bfb3dfd6e.png,2,在你的回合開始時，恢復一個受傷的友方角色 3點生命值,6,1,0,5,classic,很難說人們是刻意無視光束泉的存在，還是它本身就是隱形的。
思想竊取,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/50f917b7e4d54ff72862d9ffb45c00eefa5a57a7740fe8f60581490cf3e2b142.png,3,從對手的牌堆中複製2張牌，放到你的手中,6,0,,,classic,「你對獸人施放思想竊取會偷到什麼？什麼都偷不到！」-牛頭人笑話
暗影形態,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/07720f0d51c4c9d2bc9b7b5567a36297a5bbe79e189d518e8a0a99243b224ff6.png,3,你的英雄能力改為造成2點傷害。已在暗影形態則為3點傷害,6,0,,,classic,如果明亮的光線照射在暗影形態的牧師身上時，他們也會有影子嗎？
心理遊戲,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b6b6e4c872c7e782d37b9c93d59c3558ee9bd05fc6131e1472d4bdc89fc15da.png,4,從對手的牌堆中複製一個隨機手下並放到戰場,6,0,,,classic,有時候感覺起來這整個就是場遊戲。
暗影狂亂,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a35a36b102e53d6f679873fc60094bd8b3d7cf804eabb5c350e34dd256c7bc63.png,4,控制一個攻擊力3點以下的敵方手下，直到回合結束,6,0,,,classic,你要怎麼合理化解釋都行，不管怎麼說，這樣做還是很卑鄙。
奧奇奈靈魂牧師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/05233ca95cfc1e0d14f4fee00d3edb189faacf765a7ac64bdc83c2b56c46acce.png,4,你原本的治療卡牌和能力改為造成傷害,6,1,3,5,classic,奧奇奈知道末日即將來臨，但是他們不知道何時會發生。
聖光之子,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d1aa238b7692afbd1b24a8db87991190ebdb880dbbca6c60c3e33bd2ba362e0c.png,4,此手下的攻擊力總是等同其生命值,6,1,0,5,classic,聖光之子？還是聖光的棋子？
群體驅魔,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d691c215c8e455fa78b61a2186752dc0dac804c4492fc7304ed5707ae7a43d2.png,4,沉默敵方全部手下。抽一張牌,6,0,,,classic,它會驅散增益效果、能力、希望和夢想。
卡巴暗影牧師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/983a888ca7527d0efda1c9cb4b35fb9ad8a3fe7ecf8ac0f5859a24718fe81ace.png,6,戰吼：控制一個攻擊力2點以下的敵方手下,6,1,4,5,classic,你永遠不知道誰在偷偷為卡巴做事…
神殿執行者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/85dcb68a697f75e5b2a5adbf1552cba3f23675ea1c7a91214b256a70fde08979.png,6,戰吼：賦予一個友方手下+3生命值,6,1,6,6,classic,他星期四晚上會在豬和哨聲旅店兼差當保鑣。
神聖之火,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/41324cfac713912fd4301b9f8c7e61534797c92b16490878e9ca14331d6ca7d0.png,6,造成 5點傷害。使你的英雄恢復 5點生命值,6,0,,,classic,隨之而來的通常是神聖的黑煙！
預言者費倫,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ce674730b9f27da51b3607d3c2bfec41b955b18032975981bdb3a8f3f0f14a7.png,7,使你的法術及英雄能力所造成的傷害和治療效果加倍,6,1,7,7,classic,他呢，從家園被放逐，他的兄弟都變成壞人，至於其他倒是沒什麼好抱怨的了。
暗影閃現,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6fac578823221be96d47b4f413c9f488da3fa3a681dbfb7ff4ad5c8581f865d6.png,0,使一個友方手下返回你手中。它的消耗減少(2),7,0,,,classic,盜賊的舞團有時候會在表演結束時用暗影閃現退出。觀眾超愛他們這樣做。
準備,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14564a07cda2b60915802aa79fbc0103dd15ce2f86336305b65062da6ecb23aa.png,0,本回合你的 下一個法術消耗 減少(2),7,0,,,classic,「準備妥當」-盜賊的信條
偷取,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf66c57abbe5ddc51b5d8247998b5fc83be075141a0e2015bf06785a5d7c67cc.png,1,放一張 隨機其他職業牌到你的手中,7,0,,,classic,為什麼對面的牌比較強！他們有後台！
迪菲亞頭目,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/285c224457f43cd0d81087ed6f25df02a89d6fbedce28b3d5e02b45e495fd829.png,2,連擊：召喚一個 2/1迪菲亞強盜,7,1,2,2,classic,他很多年前就偷走了小鎮的地契。所以按理來說，小鎮的確是屬於他。他看到每個人都叫對方「少年」，雖然他自己也沒多老。
冷血,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/94f634831125c2b6e524b74e623928f5e52b042d9dd16e4f299088a2b43fbada.png,2,賦予一個手下+2攻擊力。連擊：改為+4攻擊力,7,0,,,classic,「我是冷血動物，你摸摸看！」
背叛,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bc91e952d763643178dc0c856b03b5d6d46284e5a0c862ffc7bc6621f16e17b4.png,2,強迫一個敵方手下對兩側的手下造成等同其攻擊力的傷害,7,0,,,classic,每個人都有一個價碼。以地精來說，他們可以被動物布娃娃跟些許的巧克力收買。
剔骨,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/567bb5285c9da44e7a9c703024b1af13faa04da4d948d01c055fc6234a642444.png,2,造成 2點傷害。連擊：改為造成 4點傷害,7,0,,,classic,要剔骨得付出很大的代價，尤其是剔虱目魚的骨。
有耐心的刺客,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7eff2e93f86db75891c1c12b1b5eff0c12c82c3c01cd7906cc1024331bb38dce.png,2,潛行 致命劇毒,7,1,1,1,classic,他其實並非那麼有耐心。只是要花點時間才能等到有人走進他的攻擊範圍內。
艾德溫‧范克里夫,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e20099908fe1cfe3a91ca5bbb13506972f8b29a43db5c1ae881ec88d3187cc2b.png,3,連擊：本回合 打出的每張其他卡牌使其獲得+2/+2,7,1,2,2,classic,他帶領石匠公會重建暴風城。當貴族們拒絕付賬後，他成立了迪菲亞兄弟會來，嗯，拆除暴風城。
墮滅之刃,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/86d98c0235d59e5b6a8beee4ad88a19d5eeb9830dd6fe3d20a211bfa0b786709.png,3,戰吼：造成1點傷害。連擊：改為造成2點傷害,7,2,2,2,classic,墮滅之刃是拉格納羅斯把薩弗拉斯放在拍賣場時拿來備用的武器。
碎顱,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/251bb036e47189d96881703e31b687fe00374dbc33f96bbf4fb4a6c174bfc8f8.png,3,對敵方英雄造成 2點傷害 連擊：下回合這張牌將返回你手中,7,0,,,classic,看我的必殺碎顱星！
軍情七處密探,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c95a77ae3c3c3f31492a30a973800f076bd822cb947b6e20a82ff7bd79e1a60b.png,3,連擊：造成2點傷害,7,1,3,3,classic,軍情七處的密探負責暴風城的秘密行動，包括諜報、刺殺，還有替王室成員準備驚喜的生日派對。
偽裝大師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/04d52ceeb0d8f8d5e1ddd5937b406b051f78ec3cc574f198b1128afa09666095.png,4,戰吼：賦予一個 友方手下潛行，直到你的下一回合,7,1,4,4,classic,其實她是男性牛頭人。大家叫他「偽裝大師」不是沒有道理的。
劍刃亂舞,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/802419fb3ea9d2b866ca10ae7619b5eaa016b74cdb2601b2955d2397cda78823.png,4,摧毀你的武器，對全部敵方手下造成等同其攻擊力的傷害,7,0,,,classic,「聽著，這不只是非常快速地揮舞匕首而已。比那樣還要複雜多了。」-杉，盜賊訓練師
綁匪,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/02ebc33ff5b0cb28fa776f9666f32d76660204af8bb9d19a400957e4577cc4b5.png,6,連擊：使一個手下返回擁有者手中,7,1,5,3,classic,他只是想要大家看看他度假時拍的照片。
叉狀閃電,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a47ed181f44ab5323469ede20dc3b645fa0a72c6064c206be23d1b6896e74c2.png,1,對2個隨機敵方手下造成 2點傷害。超載：(2),8,0,,,classic,再收集到匙狀閃電跟刀狀閃電，你就擁有整套餐具組了。
閃電箭,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/df1fb42fd695f84d463394ff596a698622f720561598b9f5efe1a9b9c41d5997.png,1,造成 3點傷害 超載：(1),8,0,,,classic,閃電箭！閃電箭！閃電箭！
塵魔,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7cad892928a2ab4b53d9310517366263f4b14fcb883f7e0b0f771722fbe57f2f.png,1,風怒。超載：(2),8,1,3,1,classic,西部荒野到處都是塵魔。還有禿鷲。還有瘋狂的魔像。還有海盜。怎麼會有人想住在這種地方？
