name,cardImage_url,mana,text,class,type,attack,health,series,introduction
火焰稻草人,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d1c2488d8fadd3e9a58118424ce7a83dfc97b0be10e161606d43bd569e38c37f.png,3,秘密：當一個友方手下死亡時，隨機召喚一個相同消耗的手下,4,0,,,the-grand-tournament,「火人節可不是你們的專利！」
變形術：野豬,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6d7377008f5aaaea98a776fbab632aede9267bd6a4c0f3fe379c8e1e587062d8.png,3,將一個手下變形為一隻4/2及有衝鋒的野豬,4,0,,,the-grand-tournament,這招一定會叫出胡佛。
魔法鏢客,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/964bd4209c93f3eb77e68ef76fe6930e500d419c78027349f8aa2660b7c012b1.png,3,戰吼：放一張隨機 法術牌到雙方的手中,4,1,3,4,the-grand-tournament,在他掏出腰際的魔杖之前，沒人知道他會出哪一招。
達拉然志士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03acb20feca3626e408f12afa97d1a3aa51357f305614735afe0948157ad40a4.png,4,激勵：獲得 法術傷害+1,4,1,3,5,the-grand-tournament,只要下定決心，有志之士就能受到激勵！
火焰長矛,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e43c5f9c06e4bb31586d1f01c4feaa04a1dfa223a410f8d297519c450daadb9.png,5,對一個手下造成 8點傷害,4,0,,,the-grand-tournament,火焰長矛？還是冰霜長矛？今晚你要用哪一根？
凜懼島飛龍,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/48c27dc64f305230133d6a155caca323a5cf821ba83530003ad7b8e5933fe66c.png,6,你使用英雄能力的次數沒有限制,4,1,6,6,the-grand-tournament,銀白聯賽本來是不准龍類參加的，這樣看來，執法並不徹底呀。
羅甯,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/348fa0295dcbf8f8a6102e15f3f0ffacab0133cb4b6a6f2366d72942bc3243fd.png,8,死亡之聲：放三張「秘法飛彈」到你的手中,4,1,7,7,the-grand-tournament,他在塞拉摩的英勇長存人心。
運動精神,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/64df9f7d6015a69a9b355d2b72e8047125b22308eac421b6ee039c0f222dfb35.png,1,秘密：當你的回合開始時，賦予你的手下+1/+1,5,0,,,the-grand-tournament,想要在競賽中取勝有兩種方式：發揮不屈不撓的運動精神，或是把競爭對手全都幹掉。
銀白長槍,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6987bc71eaefc02104f7729c683e5ded0d59fba999e8f232027cf97fd9c1b2c8.png,2,戰吼：各翻一張牌 堆手下，若你的消耗 較高，+1耐久度,5,2,2,2,the-grand-tournament,好槍頭，不用嗎？
戰馬訓練師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/12a3c85d204c040a9e50e3cb868c0f86b491f35e3acd1019bdc935b6f7f8c1f6.png,3,你的白銀之手新兵獲得+1攻擊力,5,1,2,4,the-grand-tournament,他連星期天都要工作，絕對有過勞問題。
勇士徽印,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4eb8cfdc7d9798dfe69634089448c1eade94b2d89ad50db5f535853903bec9f5.png,3,賦予一個手下 +3攻擊力和聖盾術,5,0,,,the-grand-tournament,這個徽印實用多了。
魚人騎士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/17bc1017ddddf59b05dcbf045533c5424954ea7eabae9809c053c1bfaa3ded39.png,4,激勵：召喚一個隨機的魚人,5,1,3,4,the-grand-tournament,嘻嘻！看看他可愛的小腳腳。
巨牙矛騎兵,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ed04ca9ed0d546e9c71e939278530eb5b080cb1eddc04c06fdae776e5f9948a.png,5,戰吼：各翻一張牌堆 手下，若你的消耗較 高，為你的英雄恢復 7點生命值,5,1,5,5,the-grand-tournament,我對騎烏龜競技這件事，不予置評。
高手過招,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3414add2f14f047234a2e22f37f12f7805f9a3164ff1a9125d61b02310577e3c.png,6,摧毀全部手下，只留下雙方攻擊力最高的手下,5,0,,,the-grand-tournament,其他手下消失的原因是競技場外面的攤子太好逛了…
神秘挑戰者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8adaf96b59c46b9580daaa254a4cfd42c8020c76789860289e383c99f9a3cf84.png,6,戰吼： 取出你牌堆中的每一種秘密並放到戰場,5,1,6,6,the-grand-tournament,口氣很差，脾氣很壞，但其實只是害羞而已。
『純淨者』埃卓克,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8dfa1a0047a4d4d7e872f3b8dbdfedc917e8add2665532f4a4f53c7b2022d03a.png,7,戰吼： 將所有敵方手下的攻擊力改為1點,5,1,3,7,the-grand-tournament,沒人比埃卓克更適合單邊眼鏡了。
真言術：耀,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/44e5a4c560fc7ccf8d27416d09da58bd5bb16bd932cd4e6c39fea73df707e317.png,1,選擇一個手下。每當其進行攻擊，為你的英雄恢復4點 生命值,6,0,,,the-grand-tournament,讓手下以追求榮耀為目標，會讓他們有強大的動力戰鬥。但有時候只要用一根冰淇淋，也能有差不多的效果。
快速治療,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e605e34efe8e225fede8bc2cf2cecc54ff411fd3e55e7152e9f6456172e59cd.png,1,恢復 5點生命值,6,0,,,the-grand-tournament,快！治療我！
歸順,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/399a3fb89be90785e0f86d49e42aa438841ee36a6947d43804b5127210001eee.png,2,複製一個敵方的手下到你的手中,6,0,,,the-grand-tournament,「不騙你，我們這邊福利比較好！」
混亂,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a886bb083b934bbf678c17d38072da9b9a23c693e4eb0ea7db00a2465a874a09.png,2,對調全部手下的攻擊力和生命值,6,0,,,the-grand-tournament,這招真強！
龍眠使者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e370355223292e4ce18f0245c691bda32db6c2bdd554f173ace9621a81c0c5c4.png,2,戰吼：若你手中有龍類，獲得+1攻擊力和嘲諷,6,1,1,4,the-grand-tournament,五大巨龍軍團把監視銀白聯賽當成他們的首要任務。
暗影惡魔,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7f98ac20e1b5ce1e17b9cd3a6c3be23adb7d893182af93d882f0916e5796b4f7.png,3,每當你抽牌，使抽出的牌消耗降低(1)點,6,1,3,3,the-grand-tournament,它希望有一天可以成為你最忠實的暗影好朋友。
暗影爪牙,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9101cb6616a621b2ff3dfee07b3b8f355a06ea538096d68d0fc3271477066a75.png,4,激勵：對雙方英雄造成4點傷害,6,1,5,4,the-grand-tournament,毫無反應，就是個暗影爪牙。
神聖勇士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b1603a5d22150f3e3f004d7d9d5472c15912e8d8f501ab94c96e51f4ca477ab.png,4,每當一個角色受到治療，獲得+2攻擊力,6,1,3,5,the-grand-tournament,她喜歡看到人們過得越來越好，所以總是會讓大家吃點苦頭，再出手相救。
告解者帕爾璀絲,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58782bc6a8539069569b3fc7de641981eb4b922b8efb60f43f86be9fdd4c1788.png,7,激勵：召喚一個隨機的傳說手下,6,1,5,4,the-grand-tournament,她能看穿過去，讓你面對恐懼。而最常見的恐懼是從斯尼德的伐木機裡跳出管理者埃克索圖斯。
海賊,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4d2fcd1ddbd0a87b61f5168a6a76cd151856401c1870249e4b0482076492d769.png,1,每當你裝備武器，賦予它+1攻擊力,7,1,2,1,the-grand-tournament,當海賊最大的好處就是褲子帥氣。
扒手,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/298f8cf17c4d900a16987f5195f15e17a30b0b174ca9a8e3a57790facb119a76.png,2,每當此手下攻擊英雄，放一張幸運幣到你的手中,7,1,2,2,the-grand-tournament,他收藏了一大堆皮包，可以隨心情穿搭！
幽暗城驍士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ace9afecc2ac066e00a4b791d3dd7f1f9010b754a3937cd8bc215151fccf4e1.png,2,連擊：造成1點傷害,7,1,3,2,the-grand-tournament,在加入幽暗城之前差點就變成了暴風城的一份子。
地底潛伏,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7c9b12c2c5652820c05eeea6ed99fe94a2d027bf68c18687f50fcc5dcbf8c8e7.png,3,將3張伏擊洗入對手的牌堆 抽中時為你召喚一個 4/4奈幽蟲族,7,0,,,the-grand-tournament,幫我拿著一下好嗎？我保證不會孵出大蜘蛛來的。
黑市商人,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2db24541f3d2581173987c563c1ead5a9c0bdbdf3e75f472941f64430b3ef0f.png,3,戰吼：若你有海盜在場上，獲得+1/+1,7,1,4,3,the-grand-tournament,我這有筆好交易…就是狠狠打爆你的臉！
盜竊,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2517ad4493e37df3989bfafaf86ffc9d6af8da2790827dd119a7fbcf1e691fa0.png,3,隨機將2張對手職業牌放到 你的手中,7,0,,,the-grand-tournament,法術在手，天下我有！
毒刃,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d608bcb251730f16bb4cfaff5d3c80b36fc9e1e67d5fc87e1f7a8302789378f7.png,4,你的英雄能力 會賦予這把武器+1攻擊力，而非取代它,7,2,1,3,the-grand-tournament,一把刀最多能淬幾次毒？答案絕對超乎你想像。
影潘騎士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c6188c44e8b9b935e8732896b10f81ac514af45b0ffdfe3ad942ed50221cd1ae.png,5,連擊：獲得+3攻擊力,7,1,3,7,the-grand-tournament,在恆春谷的事情解決了之後，他想要休息一下。於是他來到了這個白雪皚皚的地方，準備殺怪放鬆身心。
阿努巴拉克,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e7de275d66ce208b737965d8505a9c4878074fa0b25622081842d29cd21a301.png,9,死亡之聲：使這張牌 返回你的手中，並召喚一個4/4奈幽蟲族,7,1,8,4,the-grand-tournament,在巫妖王那些狗屁倒灶的事發生之前，他還算是個不錯的傢伙。
先祖知識,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a2bc89a7ee227a3a8caef99b6416548a31fbd5efdb3ca2cdc521fa86ae3f23b.png,2,抽2張牌。超載：(2),8,0,,,the-grand-tournament,「阿祖，救我！」
圖騰魔像,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/32cc7282550730e77077e68d11951cd7bdd95911a95626e273f84193192bfd29.png,2,超載：(1),8,1,3,4,the-grand-tournament,其實就是把圖騰拼裝在一起。
巨牙圖騰師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6db3f35c4c82bfbf3aefef1652f6f89aff0aacab9ca6f5e291a64f4c53d06a0c.png,3,戰吼：隨機召喚一個基本圖騰,8,1,3,2,the-grand-tournament,巨牙海民顯然對圖騰的種類不太挑剔。
治療波,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ac831ecec77a7a4a47c66bb634b64569de95e10b20d48ca14e6908fa39bd748.png,3,恢復 7點生命值。各翻一張牌堆手下，若你的消耗較高，改為恢復 14點,8,0,,,the-grand-tournament,恢復薩高手的最愛！給你一波未平一波又起的治療～～
元素毀滅,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8152747ebc6fbb11b6ae220e52af39daa43cb356416c8620e0a0077b3ee6a872.png,3,對全部手下造成 4到 5點傷害。超載：(5),8,0,,,the-grand-tournament,我本人不是薩滿啦，但「元素毀滅」這件事不是和他們的信仰背道而馳嗎？
德萊尼圖騰雕刻師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a74db68d044fda6b9c930b23aad96e6a90340b89918c3ed1147c10f1404485bf.png,4,戰吼：場上每個友方圖騰使其獲得+1/+1,8,1,4,4,the-grand-tournament,這年頭要找到師傅純手工打造的圖騰不容易了。
充能戰錘,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b17a47fde95e05017d3c54d030970c006cbb23060e2dd294513d1fd6ffa47805.png,4,死亡之聲：你的英雄能力改為「造成2點傷害」,8,2,2,4,the-grand-tournament,唯有此錘認可之人，才能將它舉起。
雷霆崖驍士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/295cfb05d2197d753f54b3b24552523bd16c4942fe8f4be90700eca87284337f.png,5,激勵：賦予你的圖騰+2攻擊力,8,1,3,6,the-grand-tournament,讓圖騰攻擊才不算作弊，規則又沒說不行！
喚霧者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d0d09420219006ede509a5452742a918f080c8708c042e2ef4de0d358574baf7.png,6,戰吼：賦予你手中和牌堆中所有的手下+1/+1,8,1,4,4,the-grand-tournament,喚霧不像聽起來的那麼羅曼蒂克，不小心就會讓濕氣太重。
惡魔融合,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4d238f565243ef02bdb61a2955f02db31ef5133a6e0fadb963bef4a5677924bc.png,2,賦予一個惡魔+3/+3。給對手 1顆法力水晶,9,0,,,the-grand-tournament,裝在惡魔炸彈上，威力大增！
憤怒守衛,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/edd410edbd4863a3f1a6d3a45b830bcf948067826e9fa5a4c0138c876ae2976f.png,2,每當此手下受到傷害，對你的英雄也造成等量的傷害,9,1,4,3,the-grand-tournament,面對5個煩人機器人的時候，不論是什麼守衛都會變成憤怒守衛。
小小邪惡騎士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2db7d4488101e3069d94f1a14990aae6b8ede51ba2bbf6d3c7cc4b21eb1b0b6b.png,2,每當你捨棄一張牌，獲得+1/+1,9,1,3,2,the-grand-tournament,「不對不對，我選的是小小邪惡法師！」
賈拉克瑟斯之拳,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b89ea508cf41b659e2d8454b3a729868be091769e2a4d980992b0cb220a533ff.png,4,每當你打出或捨棄這張牌，對一個隨機敵人造成 4點傷害,9,0,,,the-grand-tournament,*並非實際的賈拉克瑟斯之拳。
恐懼戰馬,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/77557909bc50ae120c048a7cd435f69d9d5a0f370852d201a0e374f747a20bae.png,4,死亡之聲：在回合結束時，召喚一匹恐懼戰馬,9,1,1,1,the-grand-tournament,克雷山多召喚戰馬、自信滿滿、迎向勝利。因為有了這匹戰馬，就等於擁有了整個騎兵團。
虛無粉碎者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/78db297dcc4524dc7fcb9df7fa938dc786fe262a5e08003532e211dd14ccdebc.png,6,激勵：雙方各摧毀 一個隨機手下,9,1,5,4,the-grand-tournament,大家比較喜歡叫他的小名「衛斯理」。
威爾弗雷德‧菲斯巴恩,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/96702dcb6d720c8fc94fa7ef2e51981863fc64fc0c6463b7e981638759a1015c.png,6,使用你英雄能力抽到的牌消耗為(0),9,1,4,4,the-grand-tournament,他可以召喚出任何東西，包括可怕的末日守衛*！ *他有信心這次會成功。
黑暗交易,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7faf6f9d791b7f0ac170c196d20ae32942f886b2a652c684996b7e973f71c69.png,6,摧毀2個隨機敵方手下，捨棄 2張隨機卡牌,9,0,,,the-grand-tournament,雙輸局面的最佳範例。
可怕的末日守衛,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81990a839c5fcbd75979ca1d7dba6dda0ddab4b940d3b90aab6114f9d22d72cf.png,7,,9,1,6,8,the-grand-tournament,在可怕度沒提升之前，只能叫做可愛的末日守衛。
練習夥伴,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/49a01613ee33c52fe2fc39197986a861549740b3b4c70225efa229fd7f214179.png,2,嘲諷 戰吼：賦予一個手下嘲諷,10,1,3,2,the-grand-tournament,「來來來，你來！」
提振士氣,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cd4981c86a31a096d12df0d50d40231fb2ddd9583a2419233fff8f6a69753e5b.png,2,賦予你有嘲諷的手下+2/+2,10,0,,,the-grand-tournament,最好的攻擊就是防禦。
雅立史卓莎的勇士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28660be27ea8e5bd6cae432c3ceaab2785cecb8b73f87dba9857214528ec140f.png,2,戰吼：若你手中有龍類，獲得+1攻擊力和衝鋒,10,1,2,3,the-grand-tournament,「我要她看起來刺刺的，刺～刺～的。有很難嗎？不是隨便弄幾根就算了，全身都要刺刺的！」 - 雅立史卓莎
奧格瑪志士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c96199482ec967b6bce59e69503ba41b9a1cdc0b4376800c63eabed2471349b8.png,3,激勵：賦予你的武器+1攻擊力,10,1,3,3,the-grand-tournament,「每三個獸人裡面就有四個數學不好。」 - 憤怒的澤爾格
重擊,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/48e60b88558ea54157cc596fc33413df43e77db582b69484f7800599c3590b41.png,3,造成 3點傷害 獲得3點護甲值,10,0,,,the-grand-tournament,你以為重擊不需要練習嗎？呃…還真的不太需要。
王家防衛者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e821c98a33f617ac1b9463b5975265cbac7a2d4cab054cf61c43ffaf86b1f0e9.png,3,戰吼：若你有嘲諷的手下，獲得+1耐久度,10,2,3,2,the-grand-tournament,總有一天，會有人把盾牌取名叫「王家攻擊者」。
猛瑪象人首領,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a9a9bdf3b6fb5426422e89db1b50fd30fd001b6d075add4ef9f40b039f4a420b.png,4,同時也會對他目標兩側的手下造成傷害,10,1,5,3,the-grand-tournament,買一送二，買一拳送兩拳！
海劫者,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a0cb0ed4aa5de0479379fc251959f58d8b5261815448c8a25efc19f04fedc5db.png,6,當你抽中它時，對你的手下造成1點傷害,10,1,6,7,the-grand-tournament,至少你碰到的不是海劫王。
瓦里安‧烏瑞恩,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f5fa3dc1e354c6f7acedbc680a7a4eef14f627d0bc3aaedbb76ea5ec353f5aac.png,10,戰吼：抽3張牌 你抽到的手下會直接進入戰場,10,1,7,7,the-grand-tournament,聯盟的共主！安杜因的父親！同時也是競技場高手！平均戰績12勝！
低階侍從,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7c09b77ec1a5dcc257058796f571cdd19fe3b88cbe6772a28ff0e033f75469ab.png,1,激勵：獲得+1攻擊力,12,1,1,2,the-grand-tournament,我可不是最低階的！
聯賽觀眾,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/174051158477c1eb218281a56c118024d55fac6151970d86f0b259f8d41c8b2d.png,1,嘲諷,12,1,2,1,the-grand-tournament,買到銀白聯賽季票啦！太爽啦！
受傷的科瓦迪爾,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c82125a7df7a2bdfb9f53933cd763edf503938e50021a05e27b18feb567051cb.png,1,戰吼：對這個手下造成3點傷害,12,1,2,4,the-grand-tournament,「別擔心，只要用了這款保養品，皮膚狀況很快就會改善。」
加基森矛騎兵,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f0468e2968c013783effd348829e48f311f64353d7447a988214b56d1968db75.png,1,戰吼：各翻一張牌堆手下，若你的消耗較高，獲得+1/+1,12,1,1,2,the-grand-tournament,「是你自己不加裝電鋸的，怪我囉？」
骨衛中尉,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e0784d8fe24abb40f9b15d3468fee5caee068ca16eac5ee0b17dd5f22b4409a7.png,2,激勵：獲得+1生命值,12,1,3,2,the-grand-tournament,帥氣的護甲之下只剩殘破的軀幹，或許連肉都沒剩多少。
銀白巡邏兵,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f259cae6ebc4a3243b9e39c47526c0a328cb4b02f3154dabc20ae62379cf5466.png,2,無法攻擊 激勵：本回合可攻擊(進場回合除外),12,1,2,4,the-grand-tournament,一個口令一個動作。沒有口令沒有動作。
要塞指揮官,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/26d2918241327ac367343a31ac9d397ec93a7cd642634b4990ab5e8255d19114.png,2,你每回合可以使用兩次英雄能力,12,1,2,3,the-grand-tournament,別看指揮官這麼兇，其實他是刀子嘴豆腐心啊。
槍僮,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61d1fe64c352fb8a99c3e38d9c6ae461212172fa8f54f83eb0a78238fe38e414.png,2,戰吼：賦予一個友方手下+2攻擊力,12,1,1,2,the-grand-tournament,槍僮是獸人軍隊裡最基礎的階級，但奇怪的是，獸人似乎不太用長槍。
火焰雜耍師,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1d28c1ae82ae615061e8bbf3b09e1d4aa83584fc244d9f79e03ef2a4c5f0b074.png,2,戰吼：對一個隨機敵人造成1點傷害,12,1,2,3,the-grand-tournament,「我本來是個電鋸雜耍師，直到膝蓋中了一鋸。」
聖光勇士,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0b0f8f742540a11497cb3d6114047bc027ff84cd6785a3cc6bf77f9b0a2d7998.png,3,戰吼：沉默一個惡魔,12,1,4,3,the-grand-tournament,聖光啊！你有聽到那個敵人嗎？
